pr_record_id,gstr2b_record_id,invoice_id,vendor_id,vendor_gstin,case_type,defect_family,match_type,expected_validation_error,expected_classification,expected_outcome,amount_delta,credit_note_amount,in_prior_period_snapshot,vendor_cumulative_itc_variance,expected_drc01c_breach,expected_rule88d_within_window,split,notes
PR-0134,2B-0067,INV-2604-00134,V004,22JLIUB3888G1ZO,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0135,2B-0215,INV-2604-00135,V029,29NKVKQ5588B1Z9,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1328.86,false,,calibration,all comparison fields identical
PR-0136,2B-0403,INV-2604-00136,V001,27HPBHZ2966J1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,141109.19,true,,calibration,all comparison fields identical
PR-0137,2B-0464,INV-2604-00137,V010,24MMKOP2707A1Z7,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,12535.93,false,,calibration,"2B vendor_name OCR-corrupted to 'Deccan S0lut,i0ns India Private Limited'"
PR-0138,2B-0269,INV-2604-00138,V032,27AVGFB0339Q1ZZ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1781.30,false,,frozen_test,all comparison fields identical
PR-0139,2B-0424,INV-2604-00139,V012,27WOIJO2003E1Z3,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-3023.50,,false,47331.39,false,false,calibration,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0140,2B-0127,INV-2604-00140,V039,02LJWUK8178Q1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,11338.70,false,,calibration,all comparison fields identical
PR-0141,2B-0204,INV-2604-00141,V005,37AKHBP5432H1ZS,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-786.72,,false,220.28,false,true,calibration,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0142,2B-0263,INV-2604-00142,V012,27WOIJO2003E1Z3,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,47331.39,false,,frozen_test,all comparison fields identical
PR-0143,2B-0125,INV-2604-00143,V040,10RCYAZ9838E1Z7,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,22886.35,false,,calibration,all comparison fields identical
PR-0144,2B-0208,INV-2604-00144,V005,37AKHBP5432H1ZS,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,220.28,false,,calibration,all comparison fields identical
PR-0145,2B-0314,INV-2604-00145,V012,27WOIJO2003E1Z3,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-2744.20,,false,47331.39,false,true,frozen_test,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0146,2B-0244,INV-2604-00146,V012,27WOIJO2003E1Z3,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,47331.39,false,,calibration,2B vendor_name rendered as 'M/s Quantum Polymers India Pvt. Ltd.'
PR-0147,2B-0362,INV-2604-00147,V030,03RFLNG9701F1ZD,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,164457.37,true,,calibration,all comparison fields identical
PR-0148,2B-0106,INV-2604-00148,V029,29NKVKQ5588B1Z9,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-2500.00,2500.00,false,1328.86,false,true,calibration,2B net of credit note Rs.2500.00
PR-0149,2B-0205,INV-2604-00149,V011,27ZNNUA5329D1Z8,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,113979.29,true,,calibration,all comparison fields identical
PR-0150,2B-0294,INV-2604-00150,V029,29NKVKQ5588B1Z9,fuzzy_amount_rounding,fuzzy,fuzzy,,,auto_reconcile,0.36,,false,1328.86,false,,calibration,taxable_value differs by Rs.0.36 (within Rs.1)
PR-0151,2B-0489,INV-2604-00151,V032,27AVGFB0339Q1ZZ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1781.30,false,,calibration,all comparison fields identical
PR-0152,2B-0261,INV-2604-00152,V030,03RFLNG9701F1ZD,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,164457.37,true,,calibration,all comparison fields identical
PR-0153,2B-0124,INV-2604-00153,V001,27HPBHZ2966J1ZI,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-7366.37,,false,141109.19,true,false,calibration,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0154,2B-0035,INV-2604-00154,V008,33DBDFF6066I1ZB,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1025.00,false,,calibration,all comparison fields identical
PR-0155,2B-0387,INV-2604-00155,V005,37AKHBP5432H1ZS,quarantine_bad_amount,invalid_input,quarantined,non_numeric_or_negative_amount,,quarantine,0.00,,false,220.28,false,,calibration,taxable_value not numeric
PR-0156,2B-0437,INV-2604-00156,V026,27VGUPQ1274N1ZX,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,2B vendor_name rendered as 'WAVELENGTH ENT. LLP'
PR-0157,2B-0310,INV-2604-00157,V036,27GFSXR6677W1Z0,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,148917.54,true,false,calibration,PR CGST/SGST under state 27; 2B IGST under state 08; total tax equal
PR-0158,2B-0128,INV-2604-00158,V027,27BBEVF0062J1ZM,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,55586.43,false,,calibration,"2B vendor_name OCR-corrupted to 'Konark Fabricat0,rs and C0mpany'"
PR-0159,2B-0074,INV-2604-00159,V001,27HPBHZ2966J1ZI,fuzzy_date_tolerance,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,141109.19,true,,calibration,2B invoice_date shifted by -1 day(s)
PR-0160,2B-0217,INV-2604-00160,V033,03KJOEN7911O1Z1,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,124952.52,true,,calibration,all comparison fields identical
PR-0161,2B-0474,INV-2604-00161,V033,03KJOEN7911O1Z1,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,124952.52,true,,calibration,all comparison fields identical
PR-0162,2B-0276,INV-2604-00162,V014,01KPAMG7469R1ZE,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,all comparison fields identical
PR-0163,2B-0146,INV-2604-00163,V018,08STSKE2455Y1ZA,fuzzy_date_tolerance,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,115774.46,true,,calibration,2B invoice_date shifted by +2 day(s)
PR-0164,2B-0185,INV-2604-00164,V011,27ZNNUA5329D1Z8,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,113979.29,true,,calibration,all comparison fields identical
PR-0165,,INV-2604-00165,V017,27ITFXL3590N1ZG,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,40727.16,false,true,calibration,absent from current 2B and from the prior-period snapshot
PR-0166,2B-0320,INV-2604-00166,V017,27ITFXL3590N1ZG,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,40727.16,false,,calibration,all comparison fields identical
PR-0167,2B-0094,INV-2604-00167,V021,27YIYXG2138V1Z2,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-5000.00,5000.00,false,111231.08,true,true,calibration,2B net of credit note Rs.5000.00
PR-0168,2B-0084,INV-2604-00168,V032,27AVGFB0339Q1ZZ,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-3515.67,,false,1781.30,false,true,calibration,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0169,2B-0171,INV-2604-00169,V024,24WIIYL3578T1Z9,quarantine_bad_amount,invalid_input,quarantined,non_numeric_or_negative_amount,,quarantine,0.00,,false,0.00,false,,calibration,taxable_value not numeric
PR-0170,2B-0086,INV-2604-00170,V029,29NKVKQ5588B1Z9,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1328.86,false,,calibration,all comparison fields identical
PR-0171,2B-0116,INV-2604-00171,V002,27NOMNQ8836X1Z2,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,82859.47,true,,frozen_test,all comparison fields identical
PR-0172,2B-0004,INV-2604-00172,V009,06ZUWQL5692X1Z7,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,54891.06,false,,frozen_test,2B vendor_name OCR-corrupted to 'Bharat 5teel and C0mpany ;'
PR-0173,2B-0319,INV-2604-00173,V008,33DBDFF6066I1ZB,quarantine_missing_field,invalid_input,quarantined,missing_required_field,,quarantine,0.00,,false,1025.00,false,,calibration,invoice_id blank
PR-0174,2B-0291,INV-2604-00174,V016,27NNHOE5359S1ZX,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-1121.60,,false,176.08,false,true,calibration,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0175,2B-0467,INV-2604-00175,V037,27DDBTQ1492W1ZA,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,42652.92,false,,calibration,all comparison fields identical
PR-0176,,INV-2604-00176,V037,27DDBTQ1492W1ZA,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,42652.92,false,false,frozen_test,absent from current 2B and from the prior-period snapshot
PR-0177,2B-0324,INV-2604-00177,V029,29NKVKQ5588B1Z9,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1328.86,false,,calibration,all comparison fields identical
PR-0178,2B-0107,INV-2604-00178,V004,22JLIUB3888G1ZO,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0179,2B-0465,INV-2604-00179,V016,27NNHOE5359S1ZX,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,176.08,false,,calibration,all comparison fields identical
PR-0180,2B-0097,INV-2604-00180,V006,27MGAGX0940T1ZV,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,28774.39,false,true,calibration,PR CGST/SGST under state 27; 2B IGST under state 01; total tax equal
PR-0181,2B-0445,INV-2604-00181,V015,09RUTFG7986V1ZZ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,71790.02,false,,calibration,all comparison fields identical
PR-0182,2B-0249,INV-2604-00182,V037,27DDBTQ1492W1ZA,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,42652.92,false,,calibration,all comparison fields identical
PR-0183,2B-0490,INV-2604-00183,V009,06ZUWQL5692X1Z7,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,54891.06,false,,calibration,all comparison fields identical
PR-0184,2B-0332,INV-2604-00184,V007,27NFAOH7689K1ZL,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,79774.05,true,,calibration,2B vendor_name rendered as 'Zenith  Industries  India  Pvt.  Ltd.'
PR-0185,2B-0162,INV-2604-00185,V016,27NNHOE5359S1ZX,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-1000.00,1000.00,false,176.08,false,false,frozen_test,2B net of credit note Rs.1000.00
PR-0186,2B-0458,INV-2604-00186,V032,27AVGFB0339Q1ZZ,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-5599.29,,false,1781.30,false,true,frozen_test,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0187,2B-0283,INV-2604-00187,V014,01KPAMG7469R1ZE,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0188,2B-0321,INV-2604-00188,V008,33DBDFF6066I1ZB,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1025.00,false,,calibration,all comparison fields identical
PR-0189,2B-0432,INV-2604-00189,V025,23EANLL0258A1ZB,fuzzy_date_tolerance,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,2B invoice_date shifted by +1 day(s)
PR-0190,2B-0318,INV-2604-00190,V028,21SKPXR4660P1ZJ,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,2B vendor_name OCR-corrupted to 'Hima1aya L0gistics Limited ;'
PR-0191,2B-0198,INV-2604-00191,V028,21SKPXR4660P1ZJ,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,2B vendor_name rendered as 'Himalaya  Logistics  Ltd.'
PR-0192,2B-0246,INV-2604-00192,V020,08PAPRB6119M1ZV,fuzzy_date_tolerance,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,804.60,false,,frozen_test,2B invoice_date shifted by +1 day(s)
PR-0193,2B-0473,INV-2604-00193,V008,33DBDFF6066I1ZB,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1025.00,false,,frozen_test,all comparison fields identical
PR-0194,2B-0306,INV-2604-00194,V005,37AKHBP5432H1ZS,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,220.28,false,,frozen_test,all comparison fields identical
PR-0195,,INV-2604-00195,V011,27ZNNUA5329D1Z8,invoice_removed_post_claim,absence,none,,invoice_removed_post_claim,classified_exception,0.00,,true,113979.29,true,false,frozen_test,"present in prior-period snapshot, absent from current 2B"
PR-0196,2B-0156,INV-2604-00196,V006,27MGAGX0940T1ZV,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-1114.18,,false,28774.39,false,true,frozen_test,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0197,2B-0377,INV-2604-00197,V009,06ZUWQL5692X1Z7,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,54891.06,false,,calibration,all comparison fields identical
PR-0198,2B-0220,INV-2604-00198,V022,27CBGHX9945C1ZJ,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,50272.05,false,true,frozen_test,PR CGST/SGST under state 27; 2B IGST under state 21; total tax equal
PR-0199,2B-0089,INV-2604-00199,V001,27HPBHZ2966J1ZI,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,141109.19,true,false,calibration,PR CGST/SGST under state 27; 2B IGST under state 02; total tax equal
PR-0200,2B-0394,INV-2604-00200,V031,27GFTDT0664D1ZM,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,8396.10,false,,calibration,all comparison fields identical
PR-0201,2B-0075,INV-2604-00201,V029,29NKVKQ5588B1Z9,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1328.86,false,,calibration,all comparison fields identical
PR-0202,2B-0382,INV-2604-00202,V001,27HPBHZ2966J1ZI,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,141109.19,true,,calibration,2B vendor_name rendered as 'ELMWOOD INDS. LLP'
PR-0203,2B-0192,INV-2604-00203,V011,27ZNNUA5329D1Z8,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,113979.29,true,,calibration,2B vendor_name rendered as 'DECCAN ENT. LLP'
PR-0204,2B-0059,INV-2604-00204,V004,22JLIUB3888G1ZO,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,all comparison fields identical
PR-0205,2B-0289,INV-2604-00205,V006,27MGAGX0940T1ZV,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,28774.39,false,true,calibration,PR CGST/SGST under state 27; 2B IGST under state 07; total tax equal
PR-0206,2B-0345,INV-2604-00206,V031,27GFTDT0664D1ZM,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-2500.00,2500.00,false,8396.10,false,false,frozen_test,2B net of credit note Rs.2500.00
PR-0207,2B-0333,INV-2604-00207,V023,32ZQZIP1711S1ZR,quarantine_bad_gstin,invalid_input,quarantined,invalid_gstin_format,,quarantine,0.00,,false,4744.52,false,,calibration,gstin truncated to 14 characters
PR-0208,2B-0337,INV-2604-00208,V038,02CTMNE5571B1Z6,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,125710.64,true,,calibration,2B vendor_name rendered as 'WAVELENGTH STEEL & CO.'
PR-0209,2B-0453,INV-2604-00209,V002,27NOMNQ8836X1Z2,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-5776.67,,false,82859.47,true,true,calibration,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0210,2B-0206,INV-2604-00210,V001,27HPBHZ2966J1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,141109.19,true,,calibration,all comparison fields identical
PR-0211,2B-0322,INV-2604-00211,V018,08STSKE2455Y1ZA,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,115774.46,true,,calibration,all comparison fields identical
PR-0212,2B-0399,INV-2604-00212,V012,27WOIJO2003E1Z3,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,47331.39,false,,calibration,all comparison fields identical
PR-0213,2B-0184,INV-2604-00213,V025,23EANLL0258A1ZB,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,2B vendor_name rendered as 'M/s Crestline Textiles India Pvt. Ltd.'
PR-0214,2B-0072,INV-2604-00214,V022,27CBGHX9945C1ZJ,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,50272.05,false,true,frozen_test,PR CGST/SGST under state 27; 2B IGST under state 23; total tax equal
PR-0215,2B-0151,INV-2604-00215,V008,33DBDFF6066I1ZB,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1025.00,false,,calibration,all comparison fields identical
PR-0216,,INV-2604-00216,V009,06ZUWQL5692X1Z7,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,54891.06,false,true,frozen_test,absent from current 2B and from the prior-period snapshot
PR-0217,2B-0165,INV-2604-00217,V001,27HPBHZ2966J1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,141109.19,true,,calibration,all comparison fields identical
PR-0218,2B-0213,INV-2604-00218,V040,10RCYAZ9838E1Z7,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,22886.35,false,,calibration,all comparison fields identical
PR-0219,,INV-2604-00219,V040,10RCYAZ9838E1Z7,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,22886.35,false,true,frozen_test,absent from current 2B and from the prior-period snapshot
PR-0220,2B-0434,INV-2604-00220,V037,27DDBTQ1492W1ZA,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,42652.92,false,,calibration,all comparison fields identical
PR-0221,2B-0023,INV-2604-00221,V037,27DDBTQ1492W1ZA,fuzzy_date_tolerance,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,42652.92,false,,frozen_test,2B invoice_date shifted by +1 day(s)
PR-0222,2B-0351,INV-2604-00222,V040,10RCYAZ9838E1Z7,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,22886.35,false,,calibration,"2B vendor_name OCR-corrupted to 'Crest1ine ,Traders and C0mpany'"
PR-0223,2B-0087,INV-2604-00223,V004,22JLIUB3888G1ZO,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0224,2B-0100,INV-2604-00224,V014,01KPAMG7469R1ZE,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0225,2B-0195,INV-2604-00225,V016,27NNHOE5359S1ZX,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,176.08,false,true,calibration,PR CGST/SGST under state 27; 2B IGST under state 22; total tax equal
PR-0226,2B-0447,INV-2604-00226,V029,29NKVKQ5588B1Z9,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-5000.00,5000.00,false,1328.86,false,true,calibration,2B net of credit note Rs.5000.00
PR-0227,2B-0392,INV-2604-00227,V035,06WWDLC2591N1Z0,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1400.00,false,,frozen_test,all comparison fields identical
PR-0228,2B-0180,INV-2604-00228,V024,24WIIYL3578T1Z9,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,all comparison fields identical
PR-0229,2B-0395,INV-2604-00229,V035,06WWDLC2591N1Z0,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1400.00,false,,calibration,all comparison fields identical
PR-0230,,INV-2604-00230,V022,27CBGHX9945C1ZJ,invoice_removed_post_claim,absence,none,,invoice_removed_post_claim,classified_exception,0.00,,true,50272.05,false,false,frozen_test,"present in prior-period snapshot, absent from current 2B"
PR-0231,2B-0189,INV-2604-00231,V013,10CLWJW0153B1ZL,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-3379.66,,false,103578.27,true,true,frozen_test,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0232,2B-0114,INV-2604-00232,V038,02CTMNE5571B1Z6,quarantine_missing_field,invalid_input,quarantined,missing_required_field,,quarantine,0.00,,false,125710.64,true,,calibration,all of cgst/sgst/igst blank
PR-0233,2B-0148,INV-2604-00233,V006,27MGAGX0940T1ZV,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,28774.39,false,,calibration,all comparison fields identical
PR-0234,2B-0182,INV-2604-00234,V020,08PAPRB6119M1ZV,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-4469.98,,false,804.60,false,true,calibration,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0235,2B-0053,INV-2604-00235,V019,32LHGYK3148I1ZP,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0236,2B-0069,INV-2604-00236,V006,27MGAGX0940T1ZV,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,28774.39,false,,calibration,all comparison fields identical
PR-0237,2B-0258,INV-2604-00237,V005,37AKHBP5432H1ZS,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,220.28,false,,calibration,2B vendor_name OCR-corrupted to 'Konark 1ndustries and C0mpany ;'
PR-0238,2B-0024,INV-2604-00238,V015,09RUTFG7986V1ZZ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,71790.02,false,,calibration,all comparison fields identical
PR-0239,2B-0152,INV-2604-00239,V028,21SKPXR4660P1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0240,2B-0400,INV-2604-00240,V018,08STSKE2455Y1ZA,fuzzy_amount_rounding,fuzzy,fuzzy,,,auto_reconcile,0.25,,false,115774.46,true,,calibration,taxable_value differs by Rs.0.25 (within Rs.1)
PR-0241,2B-0085,INV-2604-00241,V028,21SKPXR4660P1ZJ,fuzzy_amount_rounding,fuzzy,fuzzy,,,auto_reconcile,0.99,,false,0.00,false,,calibration,taxable_value differs by Rs.0.99 (within Rs.1)
PR-0242,2B-0048,INV-2604-00242,V038,02CTMNE5571B1Z6,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,125710.64,true,,frozen_test,all comparison fields identical
PR-0243,2B-0397,INV-2604-00243,V033,03KJOEN7911O1Z1,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,124952.52,true,,calibration,all comparison fields identical
PR-0244,2B-0472,INV-2604-00244,V035,06WWDLC2591N1Z0,fuzzy_amount_rounding,fuzzy,fuzzy,,,auto_reconcile,-0.06,,false,1400.00,false,,calibration,taxable_value differs by Rs.0.06 (within Rs.1)
PR-0245,2B-0450,INV-2604-00245,V020,08PAPRB6119M1ZV,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,804.60,false,,frozen_test,all comparison fields identical
PR-0246,2B-0431,INV-2604-00246,V028,21SKPXR4660P1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0247,2B-0469,INV-2604-00247,V039,02LJWUK8178Q1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,11338.70,false,,frozen_test,all comparison fields identical
PR-0248,2B-0446,INV-2604-00248,V015,09RUTFG7986V1ZZ,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-3045.62,,false,71790.02,false,true,calibration,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0249,2B-0153,INV-2604-00249,V034,32MWNUU2669X1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0250,2B-0486,INV-2604-00250,V011,27ZNNUA5329D1Z8,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-38209.00,38209.00,false,113979.29,true,true,calibration,2B net of credit note Rs.38209.00
PR-0251,2B-0104,INV-2604-00251,V030,03RFLNG9701F1ZD,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-5023.82,,false,164457.37,true,true,calibration,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0252,2B-0194,INV-2604-00252,V024,24WIIYL3578T1Z9,fuzzy_date_tolerance,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,2B invoice_date shifted by -2 day(s)
PR-0253,2B-0102,INV-2604-00253,V019,32LHGYK3148I1ZP,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0254,2B-0046,INV-2604-00254,V035,06WWDLC2591N1Z0,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1400.00,false,,frozen_test,all comparison fields identical
PR-0255,2B-0063,INV-2604-00255,V031,27GFTDT0664D1ZM,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,8396.10,false,false,calibration,PR CGST/SGST under state 27; 2B IGST under state 33; total tax equal
PR-0256,2B-0440,INV-2604-00256,V021,27YIYXG2138V1Z2,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-5000.00,5000.00,false,111231.08,true,false,frozen_test,2B net of credit note Rs.5000.00
PR-0257,2B-0049,INV-2604-00257,V031,27GFTDT0664D1ZM,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,8396.10,false,,calibration,all comparison fields identical
PR-0258,2B-0342,INV-2604-00258,V020,08PAPRB6119M1ZV,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,804.60,false,,frozen_test,all comparison fields identical
PR-0259,2B-0120,INV-2604-00259,V032,27AVGFB0339Q1ZZ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1781.30,false,,calibration,all comparison fields identical
PR-0260,2B-0018,INV-2604-00260,V007,27NFAOH7689K1ZL,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,79774.05,true,,calibration,all comparison fields identical
PR-0261,2B-0149,INV-2604-00261,V010,24MMKOP2707A1Z7,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,12535.93,false,,frozen_test,all comparison fields identical
PR-0262,2B-0132,INV-2604-00262,V033,03KJOEN7911O1Z1,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,124952.52,true,,frozen_test,all comparison fields identical
PR-0263,2B-0412,INV-2604-00263,V009,06ZUWQL5692X1Z7,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,54891.06,false,,frozen_test,all comparison fields identical
PR-0264,2B-0316,INV-2604-00264,V022,27CBGHX9945C1ZJ,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-10000.00,10000.00,false,50272.05,false,true,calibration,2B net of credit note Rs.10000.00
