record_id,invoice_id,vendor_name,vendor_gstin,invoice_date,place_of_supply,tax_rate,taxable_value,cgst,sgst,igst,total_tax,invoice_value,supplier_filing_date,gstr2b_period,simulated_current_date
2B-0127,INV-2604-00140,Yamuna Traders Limited,02LJWUK8178Q1ZJ,2026-04-11,27-Maharashtra,18,139584.00,0.00,0.00,25125.12,25125.12,164709.12,2026-05-08,2026-04,2026-06-10
2B-0128,INV-2604-00158,"Konark Fabricat0,rs and C0mpany",27BBEVF0062J1ZM,2026-04-26,27-Maharashtra,12,190253.00,11415.18,11415.18,0.00,22830.36,213083.36,2026-05-09,2026-04,2026-06-10
2B-0129,INV-2604-00324,Elmwood  Fabricators  LLP,01KPAMG7469R1ZE,2026-04-08,27-Maharashtra,5,14234.00,0.00,0.00,711.70,711.70,14945.70,2026-05-05,2026-04,2026-06-10
2B-0130,INV-2604-00375,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-21,27-Maharashtra,5,218462.00,0.00,0.00,10923.10,10923.10,229385.10,2026-05-13,2026-04,2026-06-10
2B-0131,INV-2604-00036,Meridian Logistics India Private Limited,27NNHOE5359S1ZX,2026-04-18,27-Maharashtra,18,178422.00,16057.98,16057.98,0.00,32115.96,210537.96,2026-05-11,2026-04,2026-06-10
2B-0132,INV-2604-00262,Everest Agro LLP,03KJOEN7911O1Z1,2026-04-26,27-Maharashtra,18,83134.00,0.00,0.00,14964.12,14964.12,98098.12,2026-05-05,2026-04,2026-06-10
2B-0133,INV-2604-00295,Elmwood Fabricators LLP,01KPAMG7469R1ZE,2026-04-25,27-Maharashtra,18,140781.00,0.00,0.00,25340.58,25340.58,166121.58,2026-05-09,2026-04,2026-06-10
2B-0134,INV-2604-00364,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-08,27-Maharashtra,18,91331.00,0.00,0.00,16439.58,16439.58,107770.58,2026-05-13,2026-04,2026-06-10
2B-0135,INV-2604-00543,Everest   Agr0  LLP,03KJOEN7911O1Z1,2026-05-02,27-Maharashtra,28,379442.71,0.00,0.00,106243.96,106243.96,485686.67,2026-05-09,2026-04,2026-06-10
2B-0136,INV-2604-00114,Deccan Solutions India Private Limited,24MMKOP2707A1Z7,2026-04-29,27-Maharashtra,18,58902.00,0.00,0.00,10602.36,10602.36,69504.36,2026-05-06,2026-04,2026-06-10
2B-0137,INV-2604-00328,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-04,27-Maharashtra,12,339225.00,20353.50,20353.50,0.00,40707.00,379932.00,2026-05-12,2026-04,2026-06-10
2B-0138,INV-2604-00277,Yamuna Traders Limited,02LJWUK8178Q1ZJ,2026-04-25,27-Maharashtra,12,206314.00,0.00,0.00,24757.68,24757.68,231071.68,2026-05-10,2026-04,2026-06-10
2B-0139,INV-2604-00308,Yamuna Traders Limited,02LJWUK8178Q1ZJ,2026-04-13,27-Maharashtra,5,349033.00,0.00,0.00,17451.65,17451.65,366484.65,2026-05-07,2026-04,2026-06-10
2B-0140,INV-2604-00115,Himalaya Logistics Limited,21SKPXR4660P1ZJ,2026-04-09,27-Maharashtra,12,337682.00,0.00,0.00,40521.84,40521.84,378203.84,2026-05-10,2026-04,2026-06-10
2B-0141,INV-2604-03017,Jy0ti Agr0 LLP ;,10CLWJW0153B1ZL,2026-04-14,27-Maharashtra,12,245145.90,0.00,0.00,29417.51,29417.51,274563.41,2026-05-09,2026-04,2026-06-10
2B-0142,INV-2604-00031,Crestline Traders and Company,10RCYAZ9838E1Z7,2026-04-12,27-Maharashtra,28,310226.00,0.00,0.00,86863.28,86863.28,397089.28,2026-05-12,2026-04,2026-06-10
2B-0143,INV-2604-00306,Wavelength Chemicals Limited,22JLIUB3888G1ZO,2026-04-26,27-Maharashtra,28,469354.00,0.00,0.00,131419.12,131419.12,600773.12,2026-05-10,2026-04,2026-06-10
2B-0144,INV-2604-00283,K0nark  Traders and C0mpany,08STSKE2455Y1ZA,2026-04-01,27-Maharashtra,5,477619.00,0.00,0.00,23880.95,23880.95,501499.95,2026-05-13,2026-04,2026-06-10
2B-0145,INV-2604-00336,Falcon Chemicals Private Limited,27DDBTQ1492W1ZA,2026-04-28,27-Maharashtra,28,352052.00,49287.28,49287.28,0.00,98574.56,450626.56,2026-05-09,2026-04,2026-06-10
2B-0146,INV-2604-00163,Konark Traders and Company,08STSKE2455Y1ZA,2026-05-01,27-Maharashtra,5,302884.00,0.00,0.00,15144.20,15144.20,318028.20,2026-05-13,2026-04,2026-06-10
2B-0147,INV-2604-00003,Arcadia Polymers Limited,33DBDFF6066I1ZB,2026-04-18,27-Maharashtra,28,77497.00,0.00,0.00,21699.16,21699.16,99196.16,2026-05-12,2026-04,2026-06-10
2B-0148,INV-2604-00233,Bharat Enterprises India Private Limited,27MGAGX0940T1ZV,2026-04-21,27-Maharashtra,5,471047.00,11776.17,11776.18,0.00,23552.35,494599.35,2026-05-12,2026-04,2026-06-10
2B-0149,INV-2604-00261,Deccan Solutions India Private Limited,24MMKOP2707A1Z7,2026-04-04,27-Maharashtra,18,149263.00,0.00,0.00,26867.34,26867.34,176130.34,2026-05-13,2026-04,2026-06-10
2B-0150,INV-2604-00309,Everest Agro LLP,03KJOEN7911O1Z1,2026-04-04,27-Maharashtra,12,492804.00,0.00,0.00,59136.48,59136.48,551940.48,2026-05-11,2026-04,2026-06-10
2B-0151,INV-2604-00215,Arcadia Polymers Limited,33DBDFF6066I1ZB,2026-04-14,27-Maharashtra,5,351299.00,0.00,0.00,17564.95,17564.95,368863.95,2026-05-05,2026-04,2026-06-10
2B-0152,INV-2604-00239,Himalaya Logistics Limited,21SKPXR4660P1ZJ,2026-04-11,27-Maharashtra,28,165712.00,0.00,0.00,46399.36,46399.36,212111.36,2026-05-09,2026-04,2026-06-10
2B-0153,INV-2604-00249,Dynamo Textiles Private Limited,32MWNUU2669X1ZI,2026-04-23,27-Maharashtra,5,241718.00,0.00,0.00,12085.90,12085.90,253803.90,2026-05-05,2026-04,2026-06-10
2B-0154,INV-2604-00469,Arcadia Polymers Limited,33DBDFF6066I1ZB,2026-04-30,27-Maharashtra,18,447012.00,0.00,0.00,80462.16,80462.16,527474.16,2026-05-05,2026-04,2026-06-10
2B-0155,INV-2604-00312,Konark Traders and Company,08STSKE2455Y1ZA,2026-04-27,27-Maharashtra,28,394730.00,0.00,0.00,110524.40,110524.40,505254.40,2026-05-10,2026-04,2026-06-10
2B-0156,INV-2604-06190,M/s 8harat Enterprises 1ndia Pvt. Ltd ;,27MGAGX0940T1ZV,2026-05-02,27-Maharashtra,12,423792.82,25427.57,25427.57,0.00,50855.14,474647.96,2026-05-11,2026-04,2026-06-10
2B-0157,INV-2604-90006,Wavelength Steel and Company,02CTMNE5571B1Z6,2026-04-22,27-Maharashtra,28,301082.00,0.00,0.00,84302.96,84302.96,385384.96,2026-05-06,2026-04,2026-06-10
2B-0158,INV-2604-00436,Yamuna Traders Limited,02LJWUK8178Q1ZJ,2026-04-23,27-Maharashtra,28,284695.00,0.00,0.00,79714.60,79714.60,364409.60,2026-05-10,2026-04,2026-06-10
2B-0159,INV-2604-00035,Meridian Logistics India Private Limited,27NNHOE5359S1ZX,2026-04-09,27-Maharashtra,28,220648.00,30890.72,30890.72,0.00,61781.44,282429.44,2026-05-12,2026-04,2026-06-10
2B-0160,INV-2604-00289,Bharat Enterprises India Private Limited,27MGAGX0940T1ZV,2026-04-23,27-Maharashtra,12,482390.00,28943.40,28943.40,0.00,57886.80,540276.80,2026-05-08,2026-04,2026-06-10
2B-0161,INV-2604-00392,Arcadia  Packaging  India  Pvt.  Ltd.,03RFLNG9701F1ZD,2026-04-11,27-Maharashtra,18,430982.00,0.00,0.00,77576.76,77576.76,508558.76,2026-05-12,2026-04,2026-06-10
2B-0162,INV-2604-00185,Meridian Logistics India Private Limited,27NNHOE5359S1ZX,2026-04-28,27-Maharashtra,12,213759.00,12825.54,12825.54,0.00,25651.08,239410.08,2026-05-11,2026-04,2026-06-10
2B-0163,INV-2604-03034,Arcadia  Packaging 1ndia Pvt. Ltd..,03RFLNG9701F1ZD,2026-05-01,27-Maharashtra,5,350791.01,0.00,0.00,17539.55,17539.55,368330.56,2026-05-07,2026-04,2026-06-10
2B-0164,INV-2604-00276,Crestline Traders and Company,10RCYAZ9838E1Z7,2026-04-08,27-Maharashtra,12,60618.00,0.00,0.00,7274.16,7274.16,67892.16,2026-05-08,2026-04,2026-06-10
2B-0165,INV-2604-00217,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-11,27-Maharashtra,18,351819.00,31663.71,31663.71,0.00,63327.42,415146.42,2026-05-10,2026-04,2026-06-10
2B-0166,INV-2604-00455,Deccan Solutions India Private Limited,24MMKOP2707A1Z7,2026-04-15,27-Maharashtra,18,286340.00,0.00,0.00,51541.20,51541.20,337881.20,2026-05-07,2026-04,2026-06-10
2B-0167,INV-2604-00388,Crestline Traders and Company,10RCYAZ9838E1Z7,2026-04-29,27-Maharashtra,18,350216.00,0.00,0.00,63038.88,63038.88,413254.88,2026-05-13,2026-04,2026-06-10
2B-0168,INV-2604-00413,Himalaya Logistics Limited,21SKPXR4660P1ZJ,2026-04-13,27-Maharashtra,5,491848.00,0.00,0.00,24592.40,24592.40,516440.40,2026-05-08,2026-04,2026-06-10
2B-0169,INV-2604-00019,Crestline Traders and Company,10RCYAZ9838E1Z7,2026-04-07,27-Maharashtra,12,141174.00,0.00,0.00,16940.88,16940.88,158114.88,2026-05-08,2026-04,2026-06-10
2B-0170,INV-2604-00355,Elmwood  Fabricators  LLP,01KPAMG7469R1ZE,2026-04-19,27-Maharashtra,28,270455.00,0.00,0.00,75727.40,75727.40,346182.40,2026-05-10,2026-04,2026-06-10
2B-0171,INV-2604-00169,Falcon Logistics Private Limited,24WIIYL3578T1Z9,2026-04-07,27-Maharashtra,12,190867.00,0.00,0.00,22904.04,22904.04,213771.04,2026-05-09,2026-04,2026-06-10
2B-0172,INV-2604-00055,Arcadia Packaging India Private Limited,03RFLNG9701F1ZD,2026-04-08,27-Maharashtra,5,264888.00,0.00,0.00,13244.40,13244.40,278132.40,2026-05-13,2026-04,2026-06-10
2B-0173,INV-2604-00002,Wavelength Solutions LLP,27YIYXG2138V1Z2,2026-04-17,27-Maharashtra,28,224808.00,31473.12,31473.12,0.00,62946.24,287754.24,2026-05-09,2026-04,2026-06-10
2B-0174,INV-2604-00103,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-09,27-Maharashtra,18,479013.00,0.00,0.00,86222.34,86222.34,565235.34,2026-05-05,2026-04,2026-06-10
2B-0175,INV-2604-07380,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-24,27-Maharashtra,12,155536.00,0.00,0.00,18664.08,18664.08,174200.08,2026-05-08,2026-04,2026-06-10
2B-0176,INV-2604-00466,Himalaya Logistics Limited,21SKPXR4660P1ZJ,2026-04-07,27-Maharashtra,5,394890.00,0.00,0.00,19744.50,19744.50,414634.50,2026-05-07,2026-04,2026-06-10
2B-0177,INV-2604-00131,Konark Fabricators and Company,27BBEVF0062J1ZM,2026-04-15,27-Maharashtra,5,105958.00,2648.95,2648.95,0.00,5297.90,111255.90,2026-05-06,2026-04,2026-06-10
2B-0178,INV-2604-00092,Konark Industries and Company,37AKHBP5432H1ZS,2026-04-19,27-Maharashtra,28,104787.75,0.00,0.00,29340.36,29340.36,134128.11,2026-05-11,2026-04,2026-06-10
2B-0179,INV-2604-00049,GANGA ENTERPRISES INDIA PVT. LTD.,27ITFXL3590N1ZG,2026-04-19,27-Maharashtra,28,373247.00,52254.58,52254.58,0.00,104509.16,477756.16,2026-05-13,2026-04,2026-06-10
2B-0180,INV-2604-00228,Falcon Logistics Private Limited,24WIIYL3578T1Z9,2026-04-13,27-Maharashtra,18,322093.00,0.00,0.00,57976.74,57976.74,380069.74,2026-05-12,2026-04,2026-06-10
2B-0181,INV-2604-90014,Wavelength Chemicals Limited,22JLIUB3888G1ZO,2026-04-30,27-Maharashtra,12,331299.00,0.00,0.00,39755.88,39755.88,371054.88,2026-05-08,2026-04,2026-06-10
2B-0182,INV-2604-02034,"Narmada  Te,ch  LLP",08PAPRB6119M1ZV,2026-04-24,27-Maharashtra,18,32489.02,0.00,0.00,5848.02,5848.02,38337.04,2026-05-11,2026-04,2026-06-10
2B-0183,INV-2604-00418,Himalaya Logistics Limited,21SKPXR4660P1ZJ,2026-04-20,27-Maharashtra,18,349435.00,0.00,0.00,62898.30,62898.30,412333.30,2026-05-08,2026-04,2026-06-10
2B-0184,INV-2604-00213,M/s Crestline Textiles India Pvt. Ltd.,23EANLL0258A1ZB,2026-04-10,27-Maharashtra,18,323219.00,0.00,0.00,58179.42,58179.42,381398.42,2026-05-13,2026-04,2026-06-10
2B-0185,INV-2604-00164,Deccan Enterprises LLP,27ZNNUA5329D1Z8,2026-04-11,27-Maharashtra,12,464280.00,27856.80,27856.80,0.00,55713.60,519993.60,2026-05-12,2026-04,2026-06-10
2B-0186,INV-2604-00112,Everest Textiles Limited,32LHGYK3148I1ZP,2026-04-25,27-Maharashtra,18,363976.00,0.00,0.00,65515.68,65515.68,429491.68,2026-05-07,2026-04,2026-06-10
2B-0187,INV-2604-00025,Bharat Steel and Company,06ZUWQL5692X1Z7,2026-04-15,27-Maharashtra,12,344043.00,0.00,0.00,41285.16,41285.16,385328.16,2026-05-05,2026-04,2026-06-10
2B-0188,INV-2604-00096,Falcon Logistics Private Limited,24WIIYL3578T1Z9,2026-04-03,27-Maharashtra,5,118910.00,0.00,0.00,5945.50,5945.50,124855.50,2026-05-13,2026-04,2026-06-10
2B-0189,INV-2604-01230,Jy0ti Agr0 LLP ;,10CLWJW0153B1ZL,2026-04-15,27-Maharashtra,12,5822.34,0.00,0.00,698.68,698.68,6521.02,2026-05-05,2026-04,2026-06-10
2B-0190,INV-2604-00338,Dynamo Textiles Private Limited,32MWNUU2669X1ZI,2026-04-12,27-Maharashtra,18,311264.00,0.00,0.00,56027.52,56027.52,367291.52,2026-05-08,2026-04,2026-06-10
2B-0191,INV-2604-00111,Deccan Enterprises LLP,27ZNNUA5329D1Z8,2026-04-14,27-Maharashtra,5,45268.00,1131.70,1131.70,0.00,2263.40,47531.40,2026-05-06,2026-04,2026-06-10
2B-0192,INV-2604-00203,DECCAN ENT. LLP,27ZNNUA5329D1Z8,2026-04-06,27-Maharashtra,12,417387.00,25043.22,25043.22,0.00,50086.44,467473.44,2026-05-10,2026-04,2026-06-10
2B-0193,INV-2604-00059,Wavelength Solutions LLP,27YIYXG2138V1Z2,2026-04-15,27-Maharashtra,5,445371.00,11134.27,11134.28,0.00,22268.55,467639.55,2026-05-08,2026-04,2026-06-10
2B-0194,INV-2604-00252,Falcon Logistics Private Limited,24WIIYL3578T1Z9,2026-04-10,27-Maharashtra,5,498424.00,0.00,0.00,24921.20,24921.20,523345.20,2026-05-11,2026-04,2026-06-10
2B-0195,INV-2604-00225,Meridian Logistics India Private Limited,22NNHOE5359S1Z7,2026-04-07,27-Maharashtra,12,262254.00,0.00,0.00,31470.48,31470.48,293724.48,2026-05-08,2026-04,2026-06-10
2B-0196,INV-2604-00462,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-07,27-Maharashtra,5,313129.00,7828.22,7828.23,0.00,15656.45,328785.45,2026-05-05,2026-04,2026-06-10
2B-0197,INV-2604-00004,Wavelength Chemicals Limited,22JLIUB3888G1ZO,2026-04-22,27-Maharashtra,18,271946.00,0.00,0.00,48950.28,48950.28,320896.28,2026-05-06,2026-04,2026-06-10
2B-0198,INV-2604-00191,Himalaya  Logistics  Ltd.,21SKPXR4660P1ZJ,2026-04-11,27-Maharashtra,18,300810.00,0.00,0.00,54145.80,54145.80,354955.80,2026-05-12,2026-04,2026-06-10
2B-0199,INV-2604-00353,Himalaya Solutions India Private Limited,27NOMNQ8836X1Z2,2026-04-16,27-Maharashtra,5,73137.00,1828.42,1828.43,0.00,3656.85,76793.85,2026-05-08,2026-04,2026-06-10
2B-0200,INV-2604-00029,Wavelength Enterprises LLP,27VGUPQ1274N1ZX,2026-04-28,27-Maharashtra,18,263691.00,23732.19,23732.19,0.00,47464.38,311155.38,2026-05-06,2026-04,2026-06-10
2B-0201,INV-2604-00001,Wavelength Steel and Company,02CTMNE5571B1Z6,2026-04-22,27-Maharashtra,12,409144.00,0.00,0.00,49097.28,49097.28,458241.28,2026-05-13,2026-04,2026-06-10
2B-0202,INV-2604-00050,Himalaya Polymers LLP,27CBGHX9945C1ZJ,2026-04-17,27-Maharashtra,12,177814.35,10668.90,10668.90,0.00,21337.80,199152.15,2026-05-10,2026-04,2026-06-10
2B-0203,INV-2604-02103,Wavelength Chemicals Limited,22JLIUB3888G1ZO,2026-04-07,27-Maharashtra,18,292562.00,0.00,0.00,52660.80,52660.80,345222.80,2026-05-11,2026-04,2026-06-10
2B-0204,INV-2604-01041,M/s  K0nark Industries & C0.,37AKHBP5432H1ZS,2026-04-15,27-Maharashtra,28,316361.28,0.00,0.00,88581.16,88581.16,404942.44,2026-05-13,2026-04,2026-06-10
2B-0205,INV-2604-00149,Deccan Enterprises LLP,27ZNNUA5329D1Z8,2026-04-21,27-Maharashtra,12,87434.00,5246.04,5246.04,0.00,10492.08,97926.08,2026-05-05,2026-04,2026-06-10
2B-0206,INV-2604-00210,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-15,27-Maharashtra,12,402670.00,24160.20,24160.20,0.00,48320.40,450990.40,2026-05-06,2026-04,2026-06-10
2B-0207,INV-2604-00307,Narmada Technologies LLP,08PAPRB6119M1ZV,2026-04-14,27-Maharashtra,28,262006.00,0.00,0.00,73361.68,73361.68,335367.68,2026-05-09,2026-04,2026-06-10
2B-0208,INV-2604-00144,Konark Industries and Company,37AKHBP5432H1ZS,2026-04-06,27-Maharashtra,28,202082.00,0.00,0.00,56582.96,56582.96,258664.96,2026-05-09,2026-04,2026-06-10
2B-0209,INV-2604-00500,Arcadia Packaging India Private Limited,03RFLNG9701F1ZD,2026-04-12,27-Maharashtra,5,117005.00,0.00,0.00,5850.25,5850.25,122855.25,2026-05-10,2026-04,2026-06-10
2B-0210,INV-2604-00391,Deccan Enterprises LLP,29ZNNUA5329D1Z4,2026-04-02,27-Maharashtra,28,20511.00,0.00,0.00,5743.08,5743.08,26254.08,2026-05-08,2026-04,2026-06-10
2B-0211,INV-2604-00470,Yamuna Traders Limited,02LJWUK8178Q1ZJ,2026-04-23,27-Maharashtra,18,296029.00,0.00,0.00,53285.22,53285.22,349314.22,2026-05-08,2026-04,2026-06-10
2B-0212,INV-2604-00475,Elmwood Fabricators LLP,01KPAMG7469R1ZE,2026-04-02,27-Maharashtra,5,381210.00,0.00,0.00,19060.50,19060.50,400270.50,2026-05-05,2026-04,2026-06-10
2B-0213,INV-2604-00218,Crestline Traders and Company,10RCYAZ9838E1Z7,2026-04-09,27-Maharashtra,28,482607.00,0.00,0.00,135129.96,135129.96,617736.96,2026-05-06,2026-04,2026-06-10
2B-0214,INV-2604-00130,Wavelength Steel and Company,02CTMNE5571B1Z6,2026-04-06,27-Maharashtra,5,111806.00,0.00,0.00,5590.30,5590.30,117396.30,2026-05-05,2026-04,2026-06-10
2B-0215,INV-2604-00135,Wavelength Fabricators Private Limited,29NKVKQ5588B1Z9,2026-04-21,27-Maharashtra,5,251754.00,0.00,0.00,12587.70,12587.70,264341.70,2026-05-10,2026-04,2026-06-10
2B-0216,INV-2604-00406,Bharat Solutions Limited,32EVDGL6232O1ZV,2026-04-05,27-Maharashtra,12,23018.00,0.00,0.00,2762.16,2762.16,25780.16,2026-05-08,2026-04,2026-06-10
2B-0217,INV-2604-00160,Everest Agro LLP,03KJOEN7911O1Z1,2026-04-04,27-Maharashtra,12,140864.00,0.00,0.00,16903.68,16903.68,157767.68,2026-05-11,2026-04,2026-06-10
2B-0218,INV-2604-00074,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-07,27-Maharashtra,18,179109.00,0.00,0.00,32239.62,32239.62,211348.62,2026-05-10,2026-04,2026-06-10
2B-0219,INV-2604-00445,Himalaya Solutions India Private Limited,27NOMNQ8836X1Z2,2026-04-05,27-Maharashtra,28,376313.00,52683.82,52683.82,0.00,105367.64,481680.64,2026-05-10,2026-04,2026-06-10
2B-0220,INV-2604-00198,Himalaya Polymers LLP,21CBGHX9945C1ZV,2026-04-24,27-Maharashtra,18,490825.00,0.00,0.00,88348.50,88348.50,579173.50,2026-05-07,2026-04,2026-06-10
2B-0221,INV-2604-00499,Konark Fabricators and Company,27BBEVF0062J1ZM,2026-04-11,27-Maharashtra,5,262985.00,6574.62,6574.63,0.00,13149.25,276134.25,2026-05-05,2026-04,2026-06-10
2B-0222,INV-2604-00399,M/s Bharat Enterprises India Pvt. Ltd.,27MGAGX0940T1ZV,2026-04-13,27-Maharashtra,28,369368.00,51711.52,51711.52,0.00,103423.04,472791.04,2026-05-07,2026-04,2026-06-10
2B-0223,INV-2604-04048,Wave1ength Fabricat0rs Pvt Ltd ;,29NKVKQ5588B1Z9,2026-05-03,27-Maharashtra,28,53302.78,0.00,0.00,14924.78,14924.78,68227.56,2026-05-09,2026-04,2026-06-10
2B-0224,INV-2604-00098,"8harat Enterprises 1ndia Private L,imited",27MGAGX0940T1ZV,2026-04-13,27-Maharashtra,28,437333.00,61226.62,61226.62,0.00,122453.24,559786.24,2026-05-05,2026-04,2026-06-10
2B-0225,INV-2604-00122,Arcadia Packaging India Private Limited,03RFLNG9701F1ZD,2026-04-08,27-Maharashtra,28,9103.00,0.00,0.00,2548.84,2548.84,11651.84,2026-05-08,2026-04,2026-06-10
2B-0226,INV-2604-00427,Elmwood Fabricators LLP,01KPAMG7469R1ZE,2026-04-06,27-Maharashtra,18,488343.00,0.00,0.00,87901.74,87901.74,576244.74,2026-05-10,2026-04,2026-06-10
2B-0227,INV-2604-00340,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-17,27-Maharashtra,12,481406.00,0.00,0.00,57768.72,57768.72,539174.72,2026-05-05,2026-04,2026-06-10
2B-0228,INV-2604-00008,Deccan Solutions India Private Limited,24MMKOP2707A1Z7,2026-04-21,27-Maharashtra,12,294368.00,0.00,0.00,35324.16,35324.16,329692.16,2026-05-05,2026-04,2026-06-10
2B-0229,INV-2604-00108,Crestline Textiles India Private Limited,23EANLL0258A1ZB,2026-04-08,27-Maharashtra,12,31259.00,0.00,0.00,3751.08,3751.08,35010.08,2026-05-13,2026-04,2026-06-10
2B-0230,INV-2604-00269,Ganga Enterprises India Private Limited,27ITFXL3590N1ZG,2026-04-02,27-Maharashtra,18,256273.00,23064.57,23064.57,0.00,46129.14,302402.14,2026-05-11,2026-04,2026-06-10
2B-0231,INV-2604-00398,Everest Agro LLP,03KJOEN7911O1Z1,2026-04-30,27-Maharashtra,28,355130.00,0.00,0.00,99436.40,99436.40,454566.40,2026-05-11,2026-04,2026-06-10
2B-0232,INV-2604-00107,Elmwood Fabricators LLP,01KPAMG7469R1ZE,2026-04-01,27-Maharashtra,28,186636.00,0.00,0.00,52258.08,52258.08,238894.08,2026-05-10,2026-04,2026-06-10
2B-0233,INV-2604-00127,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-09,27-Maharashtra,18,410212.00,0.00,0.00,73838.16,73838.16,484050.16,2026-05-13,2026-04,2026-06-10
2B-0234,INV-2604-00080,Meridian Fabricators and Company,01GFSXR6677W1ZE,2026-04-19,27-Maharashtra,18,388928.00,0.00,0.00,70007.04,70007.04,458935.04,2026-05-09,2026-04,2026-06-10
2B-0235,INV-2604-00347,Ganga Enterprises India Private Limited,10ITFXL3590N1ZV,2026-04-22,27-Maharashtra,5,396839.00,0.00,0.00,19841.95,19841.95,416680.95,2026-05-13,2026-04,2026-06-10
2B-0236,INV-2604-00118,Deccan Solutions India Private Limited,24MMKOP2707A1Z7,2026-04-22,27-Maharashtra,12,411928.00,0.00,0.00,49431.36,49431.36,461359.36,2026-05-07,2026-04,2026-06-10
2B-0237,INV-2604-00459,"Yamuna Traders Limi,ted",02LJWUK8178Q1ZJ,2026-04-21,27-Maharashtra,18,314148.00,0.00,0.00,56546.64,56546.64,370694.64,2026-05-10,2026-04,2026-06-10
2B-0238,INV-2604-00028,Himalaya Solutions India Private Limited,27NOMNQ8836X1Z2,2026-04-01,27-Maharashtra,28,422463.00,59144.82,59144.82,0.00,118289.64,540752.64,2026-05-09,2026-04,2026-06-10
2B-0239,INV-2604-00093,Wavelength Fabricators Private Limited,29NKVKQ5588B1Z9,2026-04-19,27-Maharashtra,12,56118.00,0.00,0.00,6734.16,6734.16,62852.16,2026-05-09,2026-04,2026-06-10
2B-0240,INV-2604-00710,Wavelength Fabricators Private Limited,29NKVKQ5588B1Z9,2026-04-22,27-Maharashtra,28,474984.00,0.00,0.00,132994.96,132994.96,607978.96,2026-05-07,2026-04,2026-06-10
2B-0241,INV-2604-00372,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-29,27-Maharashtra,5,332487.00,0.00,0.00,16624.35,16624.35,349111.35,2026-05-10,2026-04,2026-06-10
2B-0242,INV-2604-00099,Zenith Industries India Private Limited,02NFAOH7689K1ZX,2026-04-18,27-Maharashtra,28,464420.00,0.00,0.00,130037.60,130037.60,594457.60,2026-05-09,2026-04,2026-06-10
2B-0243,INV-2604-00296,Himalaya Logistics Limited,21SKPXR4660P1ZJ,2026-04-20,27-Maharashtra,28,254364.74,0.00,0.00,71222.20,71222.20,325586.94,2026-05-09,2026-04,2026-06-10
2B-0244,INV-2604-00146,M/s Quantum Polymers India Pvt. Ltd.,27WOIJO2003E1Z3,2026-04-19,27-Maharashtra,12,395801.00,23748.06,23748.06,0.00,47496.12,443297.12,2026-05-09,2026-04,2026-06-10
2B-0245,INV-2604-00464,Wavelength Enterprises LLP,27VGUPQ1274N1ZX,2026-04-15,27-Maharashtra,5,415753.00,10393.82,10393.83,0.00,20787.65,436540.65,2026-05-07,2026-04,2026-06-10
2B-0246,INV-2604-00192,Narmada Technologies LLP,08PAPRB6119M1ZV,2026-05-01,27-Maharashtra,5,35681.00,0.00,0.00,1784.05,1784.05,37465.05,2026-05-09,2026-04,2026-06-10
2B-0247,INV-2604-00333,BHARAT ENTERPRISES INDIA PVT. LTD.,27MGAGX0940T1ZV,2026-04-28,27-Maharashtra,18,124457.00,11201.13,11201.13,0.00,22402.26,146859.26,2026-05-11,2026-04,2026-06-10
2B-0248,INV-2604-00395,Wavelength Enterprises LLP,29VGUPQ1274N1ZT,2026-04-25,27-Maharashtra,12,123282.00,0.00,0.00,14793.84,14793.84,138075.84,2026-05-09,2026-04,2026-06-10
2B-0249,INV-2604-00182,Falcon Chemicals Private Limited,27DDBTQ1492W1ZA,2026-04-04,27-Maharashtra,28,398301.00,55762.14,55762.14,0.00,111524.28,509825.28,2026-05-10,2026-04,2026-06-10
2B-0250,INV-2604-00383,Konark Industries and Company,37AKHBP5432H1ZS,2026-04-25,27-Maharashtra,12,56147.00,0.00,0.00,6737.64,6737.64,62884.64,2026-05-05,2026-04,2026-06-10
2B-0251,INV-2604-00473,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-04,27-Maharashtra,18,464725.00,0.00,0.00,83650.50,83650.50,548375.50,2026-05-07,2026-04,2026-06-10
2B-0252,INV-2604-00374,Bharat Solutions Limited,32EVDGL6232O1ZV,2026-04-03,27-Maharashtra,12,157312.00,0.00,0.00,18877.44,18877.44,176189.44,2026-05-10,2026-04,2026-06-10
2B-0253,INV-2604-90008,Wavelength Solutions LLP,27YIYXG2138V1Z2,2026-04-03,27-Maharashtra,5,189864.00,4746.60,4746.60,0.00,9493.20,199357.20,2026-05-12,2026-04,2026-06-10
